# Time (month),FSNT (W/m2),FLNS (W/m2),FSDSC (W/m2),FSNTC (W/m2),FSNS (W/m2),FLUTC (W/m2),FSDS (W/m2),FLNT (W/m2),FLUT (W/m2),FSNSC (W/m2),TS (K),SOLIN (W/m2),FLNTC (W/m2)
3.170000000000000000e+02,2.410267547945446438e+02,4.786361047393356927e+01,2.280826803798945264e+02,2.829881822085923204e+02,1.607532966657619795e+02,2.712694115988337558e+02,1.791539942263950138e+02,2.495468671780890020e+02,2.509575280962521049e+02,2.056989898814850335e+02,2.969744045288642837e+02,3.298736233107106273e+02,2.698587507092411215e+02
3.180000000000000000e+02,2.404096784017123412e+02,4.731551118769093733e+01,2.269026205929646096e+02,2.829869406334184418e+02,1.596334543477152579e+02,2.717837382001982292e+02,1.773560228782856143e+02,2.509416916353710576e+02,2.523606399066638062e+02,2.051127191192394719e+02,2.972194125792843806e+02,3.294832371646313618e+02,2.703647899508557657e+02
3.190000000000000000e+02,2.416694573720876917e+02,4.654200672967597541e+01,2.285947032417147398e+02,2.853648360756248508e+02,1.607280269884926724e+02,2.713679247610319294e+02,1.776413452218536690e+02,2.506125575523154794e+02,2.520416521825294751e+02,2.074322281535018817e+02,2.969300213046643080e+02,3.319162397577518959e+02,2.699388301648450579e+02
3.200000000000000000e+02,2.452959882274450649e+02,4.736976671414613094e+01,2.346354275469034292e+02,2.895260699239154860e+02,1.654646076033053816e+02,2.697022718220817410e+02,1.828735853729942278e+02,2.489201919501939813e+02,2.503579089715162524e+02,2.128838193139987425e+02,2.962771019281391887e+02,3.365665217557847768e+02,2.682645548159335362e+02
3.210000000000000000e+02,2.480331074976860180e+02,4.795835745417706875e+01,2.412210051879274033e+02,2.929380795637898132e+02,1.684602285620839837e+02,2.678865190013303277e+02,1.884908624133680632e+02,2.467651237441057788e+02,2.482168453271618773e+02,2.169840124528509477e+02,2.955062922976907771e+02,3.423565764034953531e+02,2.664347973894221582e+02
3.220000000000000000e+02,2.492919024437244673e+02,4.759547971390632881e+01,2.473447548002301062e+02,2.959438716588375655e+02,1.697375496018762533e+02,2.661005866092326073e+02,1.925234229688965684e+02,2.441676319315956789e+02,2.456424918322730093e+02,2.203908448331293073e+02,2.946841385654709029e+02,3.477552318303930861e+02,2.646257267289029187e+02
3.230000000000000000e+02,2.504594142430931640e+02,4.642498117221209242e+01,2.504598946886092961e+02,2.990306771515386117e+02,1.702995029725035749e+02,2.653534899540304082e+02,1.934206712986043328e+02,2.434400113696496533e+02,2.449344096320231472e+02,2.230648165170433970e+02,2.939946045436601025e+02,3.511677614972420542e+02,2.638590916517663345e+02
3.240000000000000000e+02,2.514545401876354447e+02,4.656835643212439635e+01,2.501184420648299920e+02,2.997356642969318159e+02,1.709935554121841506e+02,2.658542852209110947e+02,1.935349816810836217e+02,2.444603774741958375e+02,2.459544002583546956e+02,2.233566196726349631e+02,2.937468230611698345e+02,3.515032055601481034e+02,2.643602625500993781e+02
3.250000000000000000e+02,2.516459401983465796e+02,4.690943460271348897e+01,2.469898029381366200e+02,2.983865656580123868e+02,1.713103206317205434e+02,2.664771641112853331e+02,1.921190779330580369e+02,2.451792221320190208e+02,2.466623700820683496e+02,2.218657818194680260e+02,2.940951773754691772e+02,3.487915157855871371e+02,2.649940161628558712e+02
3.260000000000000000e+02,2.502261503789228811e+02,4.777003043361304435e+01,2.430319359985747667e+02,2.948318576330884184e+02,1.708123908611362651e+02,2.665761425383330447e+02,1.905716772494553766e+02,2.448946218958474788e+02,2.463538980474393725e+02,2.188305862253157841e+02,2.946661855998934811e+02,3.438926921644825256e+02,2.651168664587568742e+02
3.270000000000000000e+02,2.470119040285622702e+02,4.826050585399999449e+01,2.374561518234087600e+02,2.895637368220381518e+02,1.678942006539571707e+02,2.674999160089263341e+02,1.874396117903448840e+02,2.449606014107022247e+02,2.463905960319155781e+02,2.134213822549610029e+02,2.955869373249614114e+02,3.380461108871218130e+02,2.660699214709739522e+02
3.280000000000000000e+02,2.439085246523065109e+02,4.878373708904313588e+01,2.332530496036663124e+02,2.856054652346854823e+02,1.651630821841157513e+02,2.689687630262050675e+02,1.843553296734823164e+02,2.467310119086344855e+02,2.481506465011553928e+02,2.098153906746243536e+02,2.964056672012395666e+02,3.329646889944767167e+02,2.675491285303988320e+02
3.290000000000000000e+02,2.405635306688246828e+02,4.774623733371826972e+01,2.284643816534990890e+02,2.834977059693936781e+02,1.602994529369923384e+02,2.709673639843130104e+02,1.783797885493886781e+02,2.488965974269236767e+02,2.503098938195006440e+02,2.062325200746562643e+02,2.970271476182400079e+02,3.298736233107106273e+02,2.695540676436221474e+02
