# Time (month),SOLIN (W/m2),TS (K),FSNSC (W/m2),FLUT (W/m2),FSNS (W/m2),FLNS (W/m2),FLNTC (W/m2),FSNTC (W/m2),FLNT (W/m2),FLUTC (W/m2),FSNT (W/m2)
8.400000000000000000e+01,3.515032055601481034e+02,2.887261858046268230e+02,2.255896100707005019e+02,2.361982152185094890e+02,1.698097330385274404e+02,5.109072898851311351e+01,2.552929417114830812e+02,2.970995558215443566e+02,2.347109227681706045e+02,2.567802341418154697e+02,2.463147858919282100e+02
8.500000000000000000e+01,3.487915157855871371e+02,2.889414883293080720e+02,2.250679551664707958e+02,2.368932934064578149e+02,1.709081826339132988e+02,5.123945569977810521e+01,2.556861208816972919e+02,2.967295323704046268e+02,2.354176751349068013e+02,2.571617389796618340e+02,2.472833415875481649e+02
8.600000000000000000e+01,3.438926921644825256e+02,2.894066747800772532e+02,2.209808018683827981e+02,2.365090220140154997e+02,1.702139511187649816e+02,5.207998398881005642e+01,2.559605283542067582e+02,2.922182413658093196e+02,2.350729651041073964e+02,2.573965851912690823e+02,2.457315444422572455e+02
8.700000000000000000e+01,3.380461108871218130e+02,2.904109609201607327e+02,2.136512565869134335e+02,2.368052413711502595e+02,1.656118094071266000e+02,5.227447139799460984e+01,2.571545819932848076e+02,2.847826757135403000e+02,2.353874665385062883e+02,2.585723567724184022e+02,2.406867232001016816e+02
8.800000000000000000e+01,3.329646889944767167e+02,2.914519673115659089e+02,2.083719384209512953e+02,2.375353930444534569e+02,1.614388591330059910e+02,5.274440813680371321e+01,2.587397756653924716e+02,2.794758162455169668e+02,2.361311345712958598e+02,2.601440342040943960e+02,2.362524381381968226e+02
8.900000000000000000e+01,3.298736233107106273e+02,2.923070072379529734e+02,2.065749561248563566e+02,2.411269067255072400e+02,1.592298548666857414e+02,5.170855074784191174e+01,2.612463691815224252e+02,2.796150533728414302e+02,2.397317624278399535e+02,2.626415135029000112e+02,2.359341777078772111e+02
9.000000000000000000e+01,3.294832371646313618e+02,2.924567935489654360e+02,2.078135345610527338e+02,2.429479603052024572e+02,1.572516094509391564e+02,4.989555935811453935e+01,2.623765055555763865e+02,2.817461185878344168e+02,2.415459275867503095e+02,2.637785382581917020e+02,2.350246878291338533e+02
9.100000000000000000e+01,3.319162397577518959e+02,2.922259347643028491e+02,2.109211333043339494e+02,2.427684304968483104e+02,1.596343918949895624e+02,4.990469045114088686e+01,2.617889996222127706e+02,2.845046499982431101e+02,2.413577523620301122e+02,2.631996776883290181e+02,2.370728497297864692e+02
9.200000000000000000e+01,3.365665217557847768e+02,2.914740429198327547e+02,2.152779502920510879e+02,2.410754060756172805e+02,1.629515852823265902e+02,5.033966884087928406e+01,2.599149683717434414e+02,2.875651355717100159e+02,2.396567880577682672e+02,2.613335863342759353e+02,2.394172667374485570e+02
9.300000000000000000e+01,3.423565764034953531e+02,2.905970985340022139e+02,2.186423877877349184e+02,2.385301077076903198e+02,1.662133705021913954e+02,5.104692786314113562e+01,2.578203160617468370e+02,2.898016308390547806e+02,2.370944766103577308e+02,2.592559471727843743e+02,2.419531806415081689e+02
9.400000000000000000e+01,3.477552318303930861e+02,2.896736935767796126e+02,2.209025670524140423e+02,2.365785497132554269e+02,1.677975044805610025e+02,5.087826375968293036e+01,2.560252431029710465e+02,2.914592656342001646e+02,2.351191152748366449e+02,2.574846774487136827e+02,2.432601917266207749e+02
9.500000000000000000e+01,3.511677614972420542e+02,2.890885440663170129e+02,2.236219382837487899e+02,2.357224997668351421e+02,1.686281832143564543e+02,5.048729494824220154e+01,2.554248302323701978e+02,2.946001094600245551e+02,2.342578361403174370e+02,2.568894938109192481e+02,2.446327559729165557e+02
9.600000000000000000e+01,3.515032055601481034e+02,2.887906604967426460e+02,2.257424513606378866e+02,2.360167808165935810e+02,1.698900828084979366e+02,5.032401429920560787e+01,2.552321840603092085e+02,2.972561493474901795e+02,2.345382494423790547e+02,2.567107154499724402e+02,2.463207964587279832e+02
9.700000000000000000e+01,3.487915157855871371e+02,2.890496726858263514e+02,2.244021655592277398e+02,2.364503571048995525e+02,1.702580442039085540e+02,5.068429098405334798e+01,2.556379004780341404e+02,2.963303152296126086e+02,2.349794552547852504e+02,2.571088024004033059e+02,2.468570690664285792e+02
9.800000000000000000e+01,3.438926921644825256e+02,2.896961352374445937e+02,2.202951082812529364e+02,2.364642018982380023e+02,1.687883603276802091e+02,5.119209027667767486e+01,2.560726285462769169e+02,2.920653010531196969e+02,2.350188121960479748e+02,2.575180183298871270e+02,2.449068169332100524e+02
9.900000000000000000e+01,3.380461108871218130e+02,2.906379203829694688e+02,2.131433393878843390e+02,2.374858147357800533e+02,1.650050659801091228e+02,5.157021802814405476e+01,2.576005660101898798e+02,2.848041637513119895e+02,2.360698937954875021e+02,2.590164868458506362e+02,2.406217773522900245e+02
1.000000000000000000e+02,3.329646889944767167e+02,2.915499373716286300e+02,2.081454347932512974e+02,2.386244184064153728e+02,1.605541234906405919e+02,5.178522056277079599e+01,2.592236540832381593e+02,2.797703264306275059e+02,2.372211802432358922e+02,2.606268921622733501e+02,2.360208138093775290e+02
1.010000000000000000e+02,3.298736233107106273e+02,2.922374501758895349e+02,2.069864717941345589e+02,2.407899779399447482e+02,1.586774399256468939e+02,5.127747142580341233e+01,2.610916160401601473e+02,2.797954189088254680e+02,2.393928784508041758e+02,2.624887154364398043e+02,2.352497008377045233e+02
1.020000000000000000e+02,3.294832371646313618e+02,2.926768455300536971e+02,2.080551292455145358e+02,2.434080965359853792e+02,1.577646800395701234e+02,4.981200962254072806e+01,2.627879828885662619e+02,2.818557617157414938e+02,2.420053626295996594e+02,2.641907168426544104e+02,2.353453182267764703e+02
1.030000000000000000e+02,3.319162397577518959e+02,2.923977485145546780e+02,2.110985105726729785e+02,2.429043659898360943e+02,1.599120108856544107e+02,4.975043687883673726e+01,2.620673253693820470e+02,2.845642482853008914e+02,2.414926521031154039e+02,2.634790392080550987e+02,2.372012060111637766e+02
1.040000000000000000e+02,3.365665217557847768e+02,2.917260328237517228e+02,2.151199880313979804e+02,2.419505167795396687e+02,1.637782851005295015e+02,5.052669456275366144e+01,2.605294609964384449e+02,2.876335230601483204e+02,2.405324867287734776e+02,2.619474910658967133e+02,2.404234309678300008e+02
1.050000000000000000e+02,3.423565764034953531e+02,2.907747778727228365e+02,2.185451279928967949e+02,2.395999818943194555e+02,1.660901844635683631e+02,5.103132842966479643e+01,2.585042463844986287e+02,2.897481446589430902e+02,2.381698268972758115e+02,2.599344013793296426e+02,2.419022214469248127e+02
1.060000000000000000e+02,3.477552318303930861e+02,2.898072032115949241e+02,2.208302394146403174e+02,2.367196766679404050e+02,1.673857454121386752e+02,5.056167772088077328e+01,2.561759403273895259e+02,2.916853701158726722e+02,2.352657247264380658e+02,2.576298924221303537e+02,2.431537955933808064e+02
1.070000000000000000e+02,3.511677614972420542e+02,2.889757102521719503e+02,2.231514135748486751e+02,2.345736133899097808e+02,1.675846443445011857e+02,4.906640025844322395e+01,2.547040120479850032e+02,2.945355096504001153e+02,2.330929598748411706e+02,2.561846654289610683e+02,2.439974054286697367e+02
1.080000000000000000e+02,3.515032055601481034e+02,2.887506887337308967e+02,2.251709053267542231e+02,2.359765441642474855e+02,1.701468362013827402e+02,4.960564544254887664e+01,2.551186981170954482e+02,2.971911962367663023e+02,2.344909728071404800e+02,2.566042695240790863e+02,2.470272519338413701e+02
1.090000000000000000e+02,3.487915157855871371e+02,2.889340925243485003e+02,2.241599208970667121e+02,2.370423027497974147e+02,1.694389462538670443e+02,4.988689182459434335e+01,2.555534704384344593e+02,2.962193474344188644e+02,2.355821456600914701e+02,2.570136274508867587e+02,2.463312647336099985e+02
1.100000000000000000e+02,3.438926921644825256e+02,2.898268884261957510e+02,2.203738751695705389e+02,2.375284078955446034e+02,1.688254154424574836e+02,5.069925932642806998e+01,2.569081158658784148e+02,2.920519854892048670e+02,2.360893442734589769e+02,2.583471794986920713e+02,2.448526318647919595e+02
1.110000000000000000e+02,3.380461108871218130e+02,2.906315223187054357e+02,2.134845546826937834e+02,2.381273817983130812e+02,1.644894256968258333e+02,5.103661738134864123e+01,2.578390503230687045e+02,2.850095460959349225e+02,2.367034582516605781e+02,2.592629738545755913e+02,2.401010203091741744e+02
1.120000000000000000e+02,3.329646889944767167e+02,2.916696090528006948e+02,2.083970837685548645e+02,2.393614645817397388e+02,1.611517397892480403e+02,5.130686934825064327e+01,2.596339195850008537e+02,2.799861778214630590e+02,2.379557761400650406e+02,2.610396079963392708e+02,2.364502958888980118e+02
1.130000000000000000e+02,3.298736233107106273e+02,2.925779360671412519e+02,2.080382056312040788e+02,2.417309888330955800e+02,1.602534138207302590e+02,5.103207333429214998e+01,2.618723521390659812e+02,2.805096594517090125e+02,2.403303866899603349e+02,2.632729543337154610e+02,2.363873980498795504e+02
1.140000000000000000e+02,3.294832371646313618e+02,2.928259331237642868e+02,2.081808052005529817e+02,2.434509541712689611e+02,1.581071732452577123e+02,4.981972361193108156e+01,2.629304995781181447e+02,2.820411002345026077e+02,2.420501660931332424e+02,2.643312875825891979e+02,2.357002793154445044e+02
1.150000000000000000e+02,3.319162397577518959e+02,2.925565117964135879e+02,2.106029969737952570e+02,2.435389219785044759e+02,1.592584890519495389e+02,4.920354260355975384e+01,2.624093212792965346e+02,2.844639880744203992e+02,2.421282833357047366e+02,2.638199598128052799e+02,2.369947827866396324e+02
1.160000000000000000e+02,3.365665217557847768e+02,2.916628968204365151e+02,2.153141203670028574e+02,2.415331240600116303e+02,1.633298969756300494e+02,4.974980224530121120e+01,2.603545336101257703e+02,2.877695107709714648e+02,2.401163436429966964e+02,2.617713140115206443e+02,2.399115230830750249e+02
1.170000000000000000e+02,3.423565764034953531e+02,2.908055768939858012e+02,2.185858617602820573e+02,2.394489554256460053e+02,1.670398175444305480e+02,5.090263949032973301e+01,2.582499372200518906e+02,2.900111535025835678e+02,2.380139562980783978e+02,2.596849362032022555e+02,2.429219784168768399e+02
1.180000000000000000e+02,3.477552318303930861e+02,2.898186957290316172e+02,2.205005059858494292e+02,2.363053734558666292e+02,1.667768160030524314e+02,5.007856373934126992e+01,2.561049147994295367e+02,2.915516962014678484e+02,2.348460779907718461e+02,2.575642101765907910e+02,2.426891819528431427e+02
1.190000000000000000e+02,3.511677614972420542e+02,2.892754067008334573e+02,2.227366161169500174e+02,2.361700196782436763e+02,1.674523707472095282e+02,4.921851230487403939e+01,2.557372471049985734e+02,2.943880792455357778e+02,2.346899623486565645e+02,2.572173044615591948e+02,2.441793274576706381e+02
1.200000000000000000e+02,3.515032055601481034e+02,2.891133788133001872e+02,2.255047321603135799e+02,2.366475177092561921e+02,1.690749956203365230e+02,4.984511568754675892e+01,2.558435200098177233e+02,2.975164121927526821e+02,2.351613539926179897e+02,2.573296837174053167e+02,2.460480204498677779e+02
1.210000000000000000e+02,3.487915157855871371e+02,2.893246888419881770e+02,2.243539586026783752e+02,2.372045518620784037e+02,1.700292825181967942e+02,5.005863392430089931e+01,2.561002476004749155e+02,2.966193346824687751e+02,2.357312027714934572e+02,2.575735965979031903e+02,2.469670125171813027e+02
1.220000000000000000e+02,3.438926921644825256e+02,2.900667434732418428e+02,2.206768859764274282e+02,2.378391222950927499e+02,1.698511440007042097e+02,5.153628315568787599e+01,2.570762720841440796e+02,2.924096920956260988e+02,2.363893161164886294e+02,2.585260782873074277e+02,2.458347839781595212e+02
1.230000000000000000e+02,3.380461108871218130e+02,2.910114321111927893e+02,2.139879725419450835e+02,2.373680942270913761e+02,1.658315760365177312e+02,5.242235337878302914e+01,2.579620273548171667e+02,2.854018520181442682e+02,2.359499051970408630e+02,2.593802163707417776e+02,2.411730208047493704e+02
1.240000000000000000e+02,3.329646889944767167e+02,2.917785123731696331e+02,2.085731189630337212e+02,2.389545295759642158e+02,1.612779324524504432e+02,5.222803288857588200e+01,2.596659223818381292e+02,2.801071340334381148e+02,2.375507797684508944e+02,2.610696721935665323e+02,2.365576130559091723e+02
1.250000000000000000e+02,3.298736233107106273e+02,2.925205292427732502e+02,2.074250684892719789e+02,2.414108761665695511e+02,1.588229141645805385e+02,5.116858330044549064e+01,2.614788444022083809e+02,2.801377127133864064e+02,2.400128688168774431e+02,2.628768518699688457e+02,2.353278353109861598e+02
1.260000000000000000e+02,3.294832371646313618e+02,2.927193575202897478e+02,2.082166654023131116e+02,2.436103307162321698e+02,1.574256556876038928e+02,4.981359449442317811e+01,2.627063002808314991e+02,2.819739866388166547e+02,2.422088463155659213e+02,2.641077846316820228e+02,2.350108312358612181e+02
1.270000000000000000e+02,3.319162397577518959e+02,2.924705651319161461e+02,2.109147334265745712e+02,2.428987093628340972e+02,1.597154222089728250e+02,4.936223525610309792e+01,2.619696129997442995e+02,2.845935350077656381e+02,2.414890571275802813e+02,2.633792651752319216e+02,2.372502548458365084e+02
1.280000000000000000e+02,3.365665217557847768e+02,2.917129466883076816e+02,2.151398932971161173e+02,2.415890714708818621e+02,1.626700288597254485e+02,4.948421426516762978e+01,2.602091346036413029e+02,2.877393044712824803e+02,2.401682372484950747e+02,2.616299689252962821e+02,2.395176114862339887e+02
1.290000000000000000e+02,3.423565764034953531e+02,2.907693281176725577e+02,2.185763849252043372e+02,2.380315218390568361e+02,1.657162547753195838e+02,5.018115007947409367e+01,2.576605112560542352e+02,2.900557444529420650e+02,2.365934803436089737e+02,2.590985527100519903e+02,2.418113237005599387e+02
1.300000000000000000e+02,3.477552318303930861e+02,2.898650081526183158e+02,2.209627156194088400e+02,2.368954163251487444e+02,1.670718430933120828e+02,5.026428779398766977e+01,2.564842843324249202e+02,2.918570239986069055e+02,2.354396071962879091e+02,2.579400934671805317e+02,2.429038802877596765e+02
1.310000000000000000e+02,3.511677614972420542e+02,2.892196631999311762e+02,2.229931249998570024e+02,2.368100349414208097e+02,1.676175800826462705e+02,4.986352773179290665e+01,2.557747315206747771e+02,2.946720618122785140e+02,2.353259981435371060e+02,2.572587683342927676e+02,2.444679136222136435e+02
1.320000000000000000e+02,3.515032055601481034e+02,2.888275885422658575e+02,2.251463040334271852e+02,2.370989257374850467e+02,1.701912447701558904e+02,5.029946018889465620e+01,2.553306649147169480e+02,2.973231608429274502e+02,2.356092444848286505e+02,2.568203461484260401e+02,2.473349063820803906e+02
1.330000000000000000e+02,3.487915157855871371e+02,2.890724623441805647e+02,2.243206296739661241e+02,2.369271330307283847e+02,1.701507478334226846e+02,5.057644819527123303e+01,2.556128868830202805e+02,2.964827064319517262e+02,2.354504431588271416e+02,2.570895767917799617e+02,2.470087315406009054e+02
1.340000000000000000e+02,3.438926921644825256e+02,2.898443527332543113e+02,2.208770204091056542e+02,2.371629350147559592e+02,1.695352643476153673e+02,5.179453670738189430e+01,2.568264813142596381e+02,2.922622079962111457e+02,2.357159755788597124e+02,2.582734408281769447e+02,2.451910124680696299e+02
1.350000000000000000e+02,3.380461108871218130e+02,2.907204361997986553e+02,2.137701591622073067e+02,2.371736415933847582e+02,1.658933285923307324e+02,5.218944417635988486e+01,2.574013984593200917e+02,2.852269239754554633e+02,2.357519818766782294e+02,2.588230581953461638e+02,2.412399477788592606e+02
1.360000000000000000e+02,3.329646889944767167e+02,2.917410872334737064e+02,2.088787721532365254e+02,2.385727423539776169e+02,1.623151334571707025e+02,5.237492865543816833e+01,2.594795077717377012e+02,2.803063676990661861e+02,2.371688420224262757e+02,2.608834081352068779e+02,2.373876906295688514e+02
1.370000000000000000e+02,3.298736233107106273e+02,2.925721257725442683e+02,2.075227391538670645e+02,2.414080446753870319e+02,1.600443562831629549e+02,5.185942587254023550e+01,2.616715918660076454e+02,2.803109437340921772e+02,2.400099260149129918e+02,2.630697105116921648e+02,2.364364718780271346e+02
1.380000000000000000e+02,3.294832371646313618e+02,2.928231706294396304e+02,2.080545977203380517e+02,2.430428543588363084e+02,1.580585608756802571e+02,4.971183741230045428e+01,2.626221854087827410e+02,2.819911775288182412e+02,2.416389514829443215e+02,2.640260882306170060e+02,2.356783451164566827e+02
1.390000000000000000e+02,3.319162397577518959e+02,2.925775829452431367e+02,2.110516439058831395e+02,2.428663485764329835e+02,1.607205766806962970e+02,5.009118670451277211e+01,2.621464968729557654e+02,2.845349909470112379e+02,2.414559815688569415e+02,2.635568638681618836e+02,2.379294178565787377e+02
1.400000000000000000e+02,3.365665217557847768e+02,2.918123394217540749e+02,2.154499839844759492e+02,2.414258183307235868e+02,1.633032765240495507e+02,4.982509303891288255e+01,2.603797081878281574e+02,2.879604845570803491e+02,2.400024757840214988e+02,2.618030506738256804e+02,2.399405007594709502e+02
1.410000000000000000e+02,3.423565764034953531e+02,2.908009353222710729e+02,2.187716102438307360e+02,2.388832203864999428e+02,1.662252580627807674e+02,5.007236497225378002e+01,2.578936119738016259e+02,2.901461461768944332e+02,2.374448306444467107e+02,2.593320017457043605e+02,2.421653938924061720e+02
1.420000000000000000e+02,3.477552318303930861e+02,2.899288639145311777e+02,2.210232942398664022e+02,2.376404444698358418e+02,1.660892036798661877e+02,5.050410259442012517e+01,2.570621054914192314e+02,2.917872787546177165e+02,2.361810354874720588e+02,2.585215143962449815e+02,2.419390941439661447e+02
1.430000000000000000e+02,3.511677614972420542e+02,2.893291551201578500e+02,2.235588571874735635e+02,2.370571825687750902e+02,1.682741527028835549e+02,4.982692651993919952e+01,2.560257883833622827e+02,2.950651944075680149e+02,2.355740727852084433e+02,2.575088980520479822e+02,2.449465571637374524e+02
1.440000000000000000e+02,3.515032055601481034e+02,2.889539766336844195e+02,2.255227995062586501e+02,2.365644154897326814e+02,1.698307866008706526e+02,4.986698068309809884e+01,2.554763481277398967e+02,2.976491343213136815e+02,2.350698612457034073e+02,2.569709024048350443e+02,2.469002546898001071e+02
1.450000000000000000e+02,3.487915157855871371e+02,2.891060468842446198e+02,2.240169919811573891e+02,2.373468555607172448e+02,1.697677900311389294e+02,5.042395228202333612e+01,2.560319987609490227e+02,2.962052651811567330e+02,2.358660941106017219e+02,2.575127601364100087e+02,2.466404150998849900e+02
1.460000000000000000e+02,3.438926921644825256e+02,2.899821962040329026e+02,2.209088067405840263e+02,2.365252602264612278e+02,1.698037429022462277e+02,5.166581055090080099e+01,2.565240617566842616e+02,2.926806712139188562e+02,2.350740966799313867e+02,2.579752253385145764e+02,2.457636534644375104e+02
1.470000000000000000e+02,3.380461108871218130e+02,2.908639211343743227e+02,2.137334764960313578e+02,2.372157461345313152e+02,1.652425129971099125e+02,5.176344577098344502e+01,2.578410528412523490e+02,2.853139209854809337e+02,2.357963428850135017e+02,2.592604561792585400e+02,2.406783215434140004e+02
1.480000000000000000e+02,3.329646889944767167e+02,2.918030477231857844e+02,2.080911757983937207e+02,2.382784481569200921e+02,1.606063472284668876e+02,5.159474217954313247e+01,2.593327894418096662e+02,2.798462113544152885e+02,2.368742675940292770e+02,2.607369699470793876e+02,2.361096284038096940e+02
1.490000000000000000e+02,3.298736233107106273e+02,2.925829546561548113e+02,2.066737608499574037e+02,2.415422117545259084e+02,1.582311698691109143e+02,5.101539720823754465e+01,2.617896816141465024e+02,2.797295098556798507e+02,2.401423446481370547e+02,2.631895487005459131e+02,2.349822110870053109e+02
